segment_id,segment_name,start_city,end_city,length_km,base_travel_time_minutes,road_type
SEG-002592,Khandwa to Serampore via State Highway 12,Khandwa,Serampore,50.0,34,Urban Arterial
SEG-002593,Sirsa to Rajahmundry via Urban Arterial 46,Sirsa,Rajahmundry,46.92,45,State Highway
SEG-002594,Faridabad to Karawal Nagar via Highway 24,Faridabad,Karawal Nagar,11.49,10,Rural Road
SEG-002595,Bhilai to Tiruvottiyur via Expressway 78,Bhilai,Tiruvottiyur,25.09,18,Urban Arterial
SEG-002596,Madhyamgram to Bally via State Highway 78,Madhyamgram,Bally,89.15,70,Expressway
SEG-002597,Arrah to Morena via Highway 97,Arrah,Morena,321.27,244,Urban Arterial
SEG-002598,Yamunanagar to Kirari Suleman Nagar via State Highway 53,Yamunanagar,Kirari Suleman Nagar,428.44,600,Expressway
SEG-002599,Shivpuri to Surat via Expressway 79,Shivpuri,Surat,100.51,94,Urban Arterial
SEG-002600,Kamarhati to Raiganj via State Highway 57,Kamarhati,Raiganj,181.64,151,Expressway
SEG-002601,Gwalior to Secunderabad via Urban Arterial 48,Gwalior,Secunderabad,42.36,53,Rural Road
SEG-002602,Bhalswa Jahangir Pur to Davanagere via Rural Road 25,Bhalswa Jahangir Pur,Davanagere,62.62,49,State Highway
SEG-002603,Hajipur to Hapur via Expressway 83,Hajipur,Hapur,332.45,456,Highway
SEG-002604,Gorakhpur to Raebareli via Highway 56,Gorakhpur,Raebareli,163.61,189,Urban Arterial
SEG-002605,Kolhapur to Chandigarh via State Highway 10,Kolhapur,Chandigarh,241.15,175,Expressway
SEG-002606,Uluberia to Danapur via Urban Arterial 90,Uluberia,Danapur,339.76,352,Rural Road
SEG-002607,Katni to Ludhiana via State Highway 49,Katni,Ludhiana,299.09,246,State Highway
SEG-002608,Kamarhati to Bihar Sharif via Highway 93,Kamarhati,Bihar Sharif,481.3,462,Rural Road
SEG-002609,Udaipur to Ichalkaranji via Highway 82,Udaipur,Ichalkaranji,345.36,474,Expressway
SEG-002610,Kulti to Bhatpara via Highway 68,Kulti,Bhatpara,364.73,600,Rural Road
SEG-002611,Chapra to Bhopal via Urban Arterial 79,Chapra,Bhopal,467.81,455,Highway
SEG-002612,Vijayawada to Patna via Highway 17,Vijayawada,Patna,486.28,600,Urban Arterial
SEG-002613,Sri Ganganagar to Varanasi via Expressway 98,Sri Ganganagar,Varanasi,60.99,111,Urban Arterial
SEG-002614,Hajipur to Ghaziabad via State Highway 9,Hajipur,Ghaziabad,367.75,321,Rural Road
SEG-002615,Solapur to Ludhiana via Expressway 57,Solapur,Ludhiana,448.95,391,Rural Road
SEG-002616,Bhind to Mangalore via Highway 78,Bhind,Mangalore,477.24,405,Urban Arterial
SEG-002617,New Delhi to Gaya via Expressway 36,New Delhi,Gaya,475.73,552,Expressway
SEG-002618,Kozhikode to South Dumdum via Rural Road 52,Kozhikode,South Dumdum,6.91,12,Rural Road
SEG-002619,Serampore to Bahraich via Expressway 1,Serampore,Bahraich,242.13,304,Rural Road
SEG-002620,Korba to Ajmer via Highway 66,Korba,Ajmer,244.58,242,Rural Road
SEG-002621,Kanpur to Bhiwani via Urban Arterial 32,Kanpur,Bhiwani,342.56,374,Expressway
SEG-002622,Berhampore to Fatehpur via State Highway 2,Berhampore,Fatehpur,477.53,559,Rural Road
SEG-002623,Karawal Nagar to Amaravati via Rural Road 39,Karawal Nagar,Amaravati,398.56,476,Highway
SEG-002624,Thanjavur to Farrukhabad via Expressway 66,Thanjavur,Farrukhabad,350.6,589,Rural Road
SEG-002625,Malda to Sonipat via State Highway 55,Malda,Sonipat,38.27,33,Urban Arterial
SEG-002626,Mathura to Chapra via Highway 90,Mathura,Chapra,336.3,232,Highway
SEG-002627,Sonipat to Berhampur via Urban Arterial 30,Sonipat,Berhampur,467.67,510,Urban Arterial
SEG-002628,Khora  to Nandyal via State Highway 43,Khora ,Nandyal,328.97,406,Urban Arterial
SEG-002629,Ahmednagar to Jaunpur via Rural Road 11,Ahmednagar,Jaunpur,82.89,85,Urban Arterial
SEG-002630,Madurai to Deoghar via Rural Road 27,Madurai,Deoghar,131.1,237,Rural Road
SEG-002631,Ramagundam to Pallavaram via Rural Road 32,Ramagundam,Pallavaram,76.86,94,State Highway
SEG-002632,Darbhanga to Gandhidham via Highway 38,Darbhanga,Gandhidham,465.3,351,State Highway
SEG-002633,Howrah to Patiala via State Highway 16,Howrah,Patiala,469.01,545,Highway
SEG-002634,Panihati to Panvel via Expressway 31,Panihati,Panvel,254.76,279,Rural Road
SEG-002635,Miryalaguda to Mumbai via Rural Road 6,Miryalaguda,Mumbai,30.92,35,Expressway
SEG-002636,Morbi to Bidhannagar via Expressway 14,Morbi,Bidhannagar,460.56,578,Rural Road
SEG-002637,Ratlam to Karnal via Highway 78,Ratlam,Karnal,407.74,478,Rural Road
SEG-002638,Durgapur to Nashik via State Highway 86,Durgapur,Nashik,154.03,130,State Highway
SEG-002639,Dharmavaram to Silchar via Expressway 31,Dharmavaram,Silchar,194.47,348,Urban Arterial
SEG-002640,Bhimavaram to Raipur via State Highway 76,Bhimavaram,Raipur,337.43,383,State Highway
SEG-002641,Ahmednagar to Bihar Sharif via Highway 51,Ahmednagar,Bihar Sharif,35.87,50,State Highway
SEG-002642,Raipur to Ichalkaranji via Expressway 67,Raipur,Ichalkaranji,135.57,114,State Highway
SEG-002643,Erode to Unnao via Rural Road 4,Erode,Unnao,171.3,135,Rural Road
SEG-002644,Asansol to Shahjahanpur via Rural Road 25,Asansol,Shahjahanpur,76.84,72,Highway
SEG-002645,Navi Mumbai to Kulti via Rural Road 35,Navi Mumbai,Kulti,459.78,309,Expressway
SEG-002646,Hindupur to Korba via State Highway 57,Hindupur,Korba,179.25,311,Rural Road
SEG-002647,Hapur to Ramagundam via State Highway 62,Hapur,Ramagundam,21.48,29,Urban Arterial
SEG-002648,Hospet to Mira-Bhayandar via State Highway 1,Hospet,Mira-Bhayandar,145.04,105,Expressway
SEG-002649,Panchkula to Guwahati via Urban Arterial 64,Panchkula,Guwahati,314.4,351,Highway
SEG-002650,Guntakal to Chinsurah via Rural Road 82,Guntakal,Chinsurah,481.76,323,State Highway
SEG-002651,Latur to Guna via Highway 90,Latur,Guna,64.04,68,Rural Road
SEG-002652,Thiruvananthapuram to Hyderabad via State Highway 77,Thiruvananthapuram,Hyderabad,16.86,13,Highway
SEG-002653,Bikaner to Jhansi via State Highway 40,Bikaner,Jhansi,133.86,185,Rural Road
SEG-002654,Kavali to Madanapalle via State Highway 3,Kavali,Madanapalle,427.14,600,Rural Road
SEG-002655,Ujjain to Indore via Urban Arterial 58,Ujjain,Indore,82.13,70,Urban Arterial
SEG-002656,Ratlam to Nanded via Urban Arterial 97,Ratlam,Nanded,120.19,187,State Highway
SEG-002657,Karimnagar to Shivpuri via Expressway 81,Karimnagar,Shivpuri,268.97,413,Urban Arterial
SEG-002658,Khora  to Bhagalpur via State Highway 60,Khora ,Bhagalpur,34.47,53,Urban Arterial
SEG-002659,Suryapet to Kolhapur via Highway 23,Suryapet,Kolhapur,175.39,177,Highway
SEG-002660,Tenali to Pudukkottai via Urban Arterial 14,Tenali,Pudukkottai,320.84,286,State Highway
SEG-002661,Karaikudi to Guntakal via Urban Arterial 70,Karaikudi,Guntakal,106.06,95,Urban Arterial
SEG-002662,Nadiad to Chapra via State Highway 19,Nadiad,Chapra,429.19,528,Rural Road
SEG-002663,Guntur to Bhusawal via Urban Arterial 91,Guntur,Bhusawal,394.45,538,Urban Arterial
SEG-002664,Bettiah to Tinsukia via Expressway 86,Bettiah,Tinsukia,313.37,444,State Highway
SEG-002665,Nagpur to Bidar via Expressway 71,Nagpur,Bidar,197.18,296,Highway
SEG-002666,Mira-Bhayandar to Arrah via Urban Arterial 85,Mira-Bhayandar,Arrah,472.09,374,Expressway
SEG-002667,Kolkata to Sonipat via Rural Road 97,Kolkata,Sonipat,479.75,358,Rural Road
SEG-002668,Aurangabad to Singrauli via Expressway 77,Aurangabad,Singrauli,471.63,315,Rural Road
SEG-002669,Ambattur to Bhatpara via Expressway 39,Ambattur,Bhatpara,268.67,289,Highway
SEG-002670,Hyderabad to Kalyan-Dombivli via Urban Arterial 27,Hyderabad,Kalyan-Dombivli,329.23,254,Expressway
SEG-002671,Etawah to Kochi via State Highway 74,Etawah,Kochi,286.57,257,Urban Arterial
SEG-002672,Latur to Madanapalle via Expressway 84,Latur,Madanapalle,204.31,202,Expressway
SEG-002673,Amaravati to Sri Ganganagar via Expressway 84,Amaravati,Sri Ganganagar,160.47,186,State Highway
SEG-002674,Kulti to Khandwa via Urban Arterial 29,Kulti,Khandwa,213.37,191,Urban Arterial
SEG-002675,Chennai to Raebareli via Highway 4,Chennai,Raebareli,354.24,338,Rural Road
SEG-002676,Aligarh to Jodhpur via Expressway 36,Aligarh,Jodhpur,80.86,136,Rural Road
SEG-002677,Serampore to Hajipur via Rural Road 58,Serampore,Hajipur,446.55,519,State Highway
SEG-002678,Machilipatnam to Avadi via State Highway 89,Machilipatnam,Avadi,407.07,552,State Highway
SEG-002679,Ahmedabad to Moradabad via Expressway 61,Ahmedabad,Moradabad,242.4,296,Rural Road
SEG-002680,Secunderabad to Suryapet via Expressway 93,Secunderabad,Suryapet,333.37,279,Rural Road
SEG-002681,Hajipur to Bardhaman via Rural Road 56,Hajipur,Bardhaman,87.62,102,Expressway
SEG-002682,Mirzapur to Satna via Highway 1,Mirzapur,Satna,267.94,192,Rural Road
SEG-002683,Bhatpara to Karawal Nagar via Expressway 30,Bhatpara,Karawal Nagar,344.62,600,Highway
SEG-002684,Bathinda to Medininagar via Highway 3,Bathinda,Medininagar,275.24,221,Expressway
SEG-002685,Jamnagar to Deoghar via State Highway 18,Jamnagar,Deoghar,144.03,152,Rural Road
SEG-002686,Katni to Nagercoil via Highway 13,Katni,Nagercoil,187.95,147,Rural Road
SEG-002687,Nanded to Berhampur via Expressway 52,Nanded,Berhampur,164.3,131,Rural Road
SEG-002688,Bhagalpur to Adoni via Urban Arterial 87,Bhagalpur,Adoni,123.89,85,State Highway
SEG-002689,Loni to Miryalaguda via Urban Arterial 46,Loni,Miryalaguda,202.79,142,State Highway
SEG-002690,Parbhani to Tirunelveli via Expressway 61,Parbhani,Tirunelveli,46.91,50,State Highway
SEG-002691,Tadepalligudem to New Delhi via State Highway 31,Tadepalligudem,New Delhi,413.76,342,Expressway
SEG-002692,Miryalaguda to Gulbarga via Highway 8,Miryalaguda,Gulbarga,82.41,73,Expressway
SEG-002693,Udaipur to Tezpur via State Highway 10,Udaipur,Tezpur,348.45,584,State Highway
SEG-002694,Anantapuram to Bihar Sharif via Urban Arterial 73,Anantapuram,Bihar Sharif,404.59,499,State Highway
SEG-002695,Durgapur to Gopalpur via State Highway 80,Durgapur,Gopalpur,29.36,20,State Highway
SEG-002696,Amroha to Nizamabad via Expressway 43,Amroha,Nizamabad,400.79,436,Rural Road
SEG-002697,Satara to Pallavaram via State Highway 16,Satara,Pallavaram,221.68,332,Expressway
SEG-002698,Singrauli to Shivpuri via Expressway 25,Singrauli,Shivpuri,208.74,235,Rural Road
SEG-002699,Bidar to Satara via Rural Road 64,Bidar,Satara,109.51,171,Rural Road
SEG-002700,Eluru to Amaravati via Rural Road 90,Eluru,Amaravati,147.6,128,Expressway
SEG-002701,Jammu to South Dumdum via Expressway 21,Jammu,South Dumdum,302.49,218,Highway
SEG-002702,Bidar to Varanasi via Urban Arterial 17,Bidar,Varanasi,90.96,102,Expressway
SEG-002703,Sirsa to Dhanbad via State Highway 66,Sirsa,Dhanbad,162.25,116,Highway
SEG-002704,Jhansi to Junagadh via Urban Arterial 4,Jhansi,Junagadh,66.85,47,Highway
SEG-002705,Shimla to Faridabad via Urban Arterial 99,Shimla,Faridabad,474.63,600,Expressway
SEG-002706,Bokaro to Jorhat via Highway 4,Bokaro,Jorhat,126.37,123,Highway
SEG-002707,Vellore to Gorakhpur via Urban Arterial 6,Vellore,Gorakhpur,82.67,58,Urban Arterial
SEG-002708,Narasaraopet to Berhampore via Highway 99,Narasaraopet,Berhampore,144.29,223,Rural Road
SEG-002709,Thoothukudi to Meerut via Urban Arterial 80,Thoothukudi,Meerut,354.9,399,Expressway
SEG-002710,Kharagpur to Rampur via Highway 53,Kharagpur,Rampur,150.18,127,Expressway
SEG-002711,Alappuzha to Gudivada via State Highway 69,Alappuzha,Gudivada,320.57,537,Expressway
SEG-002712,Barasat to Hajipur via Expressway 47,Barasat,Hajipur,199.49,376,Expressway
SEG-002713,Patiala to Kolkata via Expressway 94,Patiala,Kolkata,446.27,600,Expressway
SEG-002714,Gandhinagar to Kulti via Expressway 80,Gandhinagar,Kulti,370.51,274,Rural Road
SEG-002715,Uluberia to Munger via Expressway 13,Uluberia,Munger,108.77,146,Highway
SEG-002716,Junagadh to Narasaraopet via Urban Arterial 72,Junagadh,Narasaraopet,87.79,164,Highway
SEG-002717,Jodhpur to Tirupati via Urban Arterial 54,Jodhpur,Tirupati,258.09,195,State Highway
SEG-002718,Bhavnagar to Vasai-Virar via Urban Arterial 63,Bhavnagar,Vasai-Virar,36.3,32,Expressway
SEG-002719,Srinagar to Fatehpur via Urban Arterial 8,Srinagar,Fatehpur,494.35,600,Expressway
SEG-002720,Karimnagar to Raichur via Highway 1,Karimnagar,Raichur,84.08,81,State Highway
SEG-002721,Jodhpur to Motihari via Expressway 24,Jodhpur,Motihari,362.01,278,Highway
SEG-002722,Baranagar to Pune via Urban Arterial 8,Baranagar,Pune,32.45,41,Rural Road
SEG-002723,Ahmednagar to Tirupati via Rural Road 66,Ahmednagar,Tirupati,172.17,251,Urban Arterial
SEG-002724,Agra to Satna via Highway 58,Agra,Satna,329.29,431,State Highway
SEG-002725,Hazaribagh to Erode via Expressway 44,Hazaribagh,Erode,249.91,293,State Highway
SEG-002726,Amritsar to Tirunelveli via Highway 9,Amritsar,Tirunelveli,488.6,414,Expressway
SEG-002727,Deoghar to Giridih via Urban Arterial 89,Deoghar,Giridih,99.53,69,Expressway
SEG-002728,Ahmednagar to Siliguri via Urban Arterial 60,Ahmednagar,Siliguri,178.99,128,Rural Road
SEG-002729,Ahmedabad to Belgaum via Rural Road 64,Ahmedabad,Belgaum,105.79,95,Highway
SEG-002730,Secunderabad to Thiruvananthapuram via Expressway 79,Secunderabad,Thiruvananthapuram,131.99,137,State Highway
SEG-002731,Siwan to Bhavnagar via Urban Arterial 84,Siwan,Bhavnagar,64.18,75,State Highway
SEG-002732,Bihar Sharif to Madhyamgram via Rural Road 8,Bihar Sharif,Madhyamgram,20.19,14,Highway
SEG-002733,Avadi to Saharsa via State Highway 65,Avadi,Saharsa,113.84,80,Highway
SEG-002734,Motihari to Aligarh via Rural Road 8,Motihari,Aligarh,142.62,172,Expressway
SEG-002735,Tenali to Mahbubnagar via Expressway 40,Tenali,Mahbubnagar,314.11,242,Highway
SEG-002736,Ghaziabad to Rewa via Expressway 25,Ghaziabad,Rewa,221.57,366,Expressway
SEG-002737,Nagercoil to Patiala via Urban Arterial 84,Nagercoil,Patiala,95.23,67,Urban Arterial
SEG-002738,Bikaner to Bilaspur via Expressway 84,Bikaner,Bilaspur,274.56,271,Expressway
SEG-002739,Gorakhpur to Durgapur via Urban Arterial 88,Gorakhpur,Durgapur,177.05,120,State Highway
SEG-002740,Patna to Tadepalligudem via Rural Road 48,Patna,Tadepalligudem,49.18,70,Expressway
SEG-002741,Srikakulam to Ambarnath via Highway 90,Srikakulam,Ambarnath,56.98,45,Expressway
SEG-002742,Amaravati to Latur via State Highway 80,Amaravati,Latur,338.69,392,Rural Road
SEG-002743,Tiruvottiyur to Pali via Urban Arterial 76,Tiruvottiyur,Pali,283.59,248,Rural Road
SEG-002744,Mirzapur to Kanpur via Urban Arterial 24,Mirzapur,Kanpur,245.28,204,Highway
SEG-002745,Shimla to Dhanbad via Highway 3,Shimla,Dhanbad,452.05,600,Urban Arterial
SEG-002746,Bokaro to Berhampur via Rural Road 47,Bokaro,Berhampur,451.53,308,Highway
SEG-002747,Singrauli to Malegaon via Urban Arterial 8,Singrauli,Malegaon,31.0,36,State Highway
SEG-002748,Gaya to Narasaraopet via Expressway 31,Gaya,Narasaraopet,483.37,368,Urban Arterial
SEG-002749,Bhimavaram to Fatehpur via Expressway 81,Bhimavaram,Fatehpur,490.72,425,Expressway
SEG-002750,Mirzapur to Ajmer via Rural Road 2,Mirzapur,Ajmer,108.15,85,Urban Arterial
SEG-002751,Malda to Faridabad via Expressway 85,Malda,Faridabad,276.98,230,Highway
SEG-002752,Katni to North Dumdum via Highway 1,Katni,North Dumdum,124.32,97,Highway
SEG-002753,Anantapuram to Amravati via State Highway 8,Anantapuram,Amravati,299.27,234,Highway
SEG-002754,Bongaigaon to Naihati via Rural Road 36,Bongaigaon,Naihati,87.34,62,Expressway
SEG-002755,Ajmer to Rajkot via Rural Road 39,Ajmer,Rajkot,34.02,34,Rural Road
SEG-002756,Berhampore to Jodhpur via Expressway 73,Berhampore,Jodhpur,476.92,458,State Highway
SEG-002757,Hospet to Anantapuram via Rural Road 65,Hospet,Anantapuram,74.6,95,Expressway
SEG-002758,Ambarnath to Anantapuram via Expressway 63,Ambarnath,Anantapuram,366.7,297,Expressway
SEG-002759,Nellore to Amritsar via Urban Arterial 67,Nellore,Amritsar,252.89,285,State Highway
SEG-002760,Pimpri-Chinchwad to Amroha via Expressway 47,Pimpri-Chinchwad,Amroha,327.27,419,Expressway
SEG-002761,Bhatpara to Medininagar via State Highway 4,Bhatpara,Medininagar,30.72,26,Urban Arterial
SEG-002762,Bhind to Rohtak via Expressway 68,Bhind,Rohtak,306.8,434,Expressway
SEG-002763,Patna to Tumkur via Highway 40,Patna,Tumkur,329.04,560,Expressway
SEG-002764,Surat to Ratlam via Expressway 15,Surat,Ratlam,361.9,561,State Highway
SEG-002765,Sonipat to Ambattur via Rural Road 68,Sonipat,Ambattur,464.4,346,State Highway
SEG-002766,Bulandshahr to Tiruchirappalli via Urban Arterial 35,Bulandshahr,Tiruchirappalli,157.32,163,Highway
SEG-002767,Akola to Guntur via Rural Road 49,Akola,Guntur,320.09,243,Urban Arterial
SEG-002768,Bhiwani to Guntakal via Expressway 61,Bhiwani,Guntakal,456.04,517,Expressway
SEG-002769,Vijayanagaram to Chinsurah via Rural Road 65,Vijayanagaram,Chinsurah,387.16,363,Expressway
SEG-002770,Varanasi to Pune via State Highway 1,Varanasi,Pune,466.38,389,Urban Arterial
SEG-002771,Anand to North Dumdum via Expressway 61,Anand,North Dumdum,10.87,11,State Highway
SEG-002772,Dharmavaram to Raurkela Industrial Township via Expressway 4,Dharmavaram,Raurkela Industrial Township,35.95,60,Highway
SEG-002773,Vasai-Virar to Thoothukudi via Highway 38,Vasai-Virar,Thoothukudi,330.24,600,Urban Arterial
SEG-002774,Muzaffarnagar to Avadi via Expressway 34,Muzaffarnagar,Avadi,60.99,74,Rural Road
SEG-002775,Karnal to Ozhukarai via State Highway 31,Karnal,Ozhukarai,334.89,404,State Highway
SEG-002776,Vijayanagaram to Hapur via State Highway 19,Vijayanagaram,Hapur,418.77,475,Rural Road
SEG-002777,Ramgarh to Dharmavaram via State Highway 69,Ramgarh,Dharmavaram,295.38,527,Rural Road
SEG-002778,Solapur to Kirari Suleman Nagar via Highway 67,Solapur,Kirari Suleman Nagar,231.39,260,Rural Road
SEG-002779,Motihari to Jammu via Rural Road 53,Motihari,Jammu,406.56,327,Expressway
SEG-002780,Bhilwara to Nangloi Jat via Urban Arterial 68,Bhilwara,Nangloi Jat,191.65,169,Urban Arterial
SEG-002781,Shahjahanpur to Agartala via Expressway 11,Shahjahanpur,Agartala,277.21,210,Urban Arterial
SEG-002782,Amritsar to Patiala via Urban Arterial 83,Amritsar,Patiala,312.34,292,Rural Road
SEG-002783,Alwar to Dehradun via Highway 36,Alwar,Dehradun,428.34,600,Expressway
SEG-002784,Loni to Bidar via Rural Road 6,Loni,Bidar,126.1,120,Urban Arterial
SEG-002785,Hosur to Motihari via Rural Road 34,Hosur,Motihari,375.12,600,Rural Road
SEG-002786,Khora  to Ajmer via Expressway 69,Khora ,Ajmer,21.71,16,Highway
SEG-002787,Ahmednagar to Moradabad via Expressway 43,Ahmednagar,Moradabad,105.99,92,Highway
SEG-002788,Anantapur to Ambala via Expressway 9,Anantapur,Ambala,67.9,113,Urban Arterial
SEG-002789,Pondicherry to Kishanganj via Urban Arterial 12,Pondicherry,Kishanganj,362.35,263,State Highway
SEG-002790,Bulandshahr to Bhiwani via Highway 10,Bulandshahr,Bhiwani,493.43,600,Rural Road
SEG-002791,Lucknow to Thrissur via Urban Arterial 68,Lucknow,Thrissur,54.64,47,Urban Arterial
SEG-002792,Bhiwani to Hazaribagh via Expressway 83,Bhiwani,Hazaribagh,133.51,137,Urban Arterial
SEG-002793,Rohtak to Sambalpur via State Highway 42,Rohtak,Sambalpur,360.56,322,Highway
SEG-002794,Cuttack to Visakhapatnam via State Highway 2,Cuttack,Visakhapatnam,398.5,443,State Highway
SEG-002795,Bilaspur to Arrah via Rural Road 29,Bilaspur,Arrah,301.89,347,Highway
SEG-002796,Salem to Chandigarh via State Highway 73,Salem,Chandigarh,408.11,569,Urban Arterial
SEG-002797,Fatehpur to Begusarai via Urban Arterial 93,Fatehpur,Begusarai,266.21,181,Expressway
SEG-002798,Ongole to Avadi via Highway 24,Ongole,Avadi,51.1,90,Highway
SEG-002799,Sangli-Miraj & Kupwad to Bellary via Urban Arterial 20,Sangli-Miraj & Kupwad,Bellary,112.62,117,Urban Arterial
SEG-002800,Berhampur to Hazaribagh via Highway 60,Berhampur,Hazaribagh,310.97,517,Urban Arterial
SEG-002801,Bangalore to Bhiwandi via Urban Arterial 75,Bangalore,Bhiwandi,40.69,45,Highway
SEG-002802,Navi Mumbai to Saharanpur via Urban Arterial 97,Navi Mumbai,Saharanpur,97.27,127,Rural Road
SEG-002803,Tenali to Akola via Expressway 47,Tenali,Akola,345.48,313,Urban Arterial
SEG-002804,Madhyamgram to Ranchi via Highway 83,Madhyamgram,Ranchi,177.84,301,Expressway
SEG-002805,Raiganj to Narasaraopet via Rural Road 81,Raiganj,Narasaraopet,383.04,596,Rural Road
SEG-002806,Amaravati to Bhiwandi via Highway 61,Amaravati,Bhiwandi,182.93,288,Urban Arterial
SEG-002807,Haridwar to Kishanganj via Rural Road 39,Haridwar,Kishanganj,456.94,600,Highway
SEG-002808,Agartala to Pallavaram via Urban Arterial 95,Agartala,Pallavaram,394.22,409,Urban Arterial
SEG-002809,Medininagar to Mirzapur via Expressway 70,Medininagar,Mirzapur,80.04,137,Urban Arterial
SEG-002810,Guntakal to Thoothukudi via Urban Arterial 56,Guntakal,Thoothukudi,248.8,251,Urban Arterial
SEG-002811,Burhanpur to Thrissur via Expressway 58,Burhanpur,Thrissur,6.2,5,Urban Arterial
SEG-002812,Dehradun to Hubli–Dharwad via Urban Arterial 44,Dehradun,Hubli–Dharwad,188.35,231,Highway
SEG-002813,Patna to Gudivada via Rural Road 73,Patna,Gudivada,87.61,116,Expressway
SEG-002814,Rajkot to Bareilly via State Highway 60,Rajkot,Bareilly,355.81,238,State Highway
SEG-002815,Moradabad to Tiruppur via Urban Arterial 20,Moradabad,Tiruppur,98.4,140,Highway
SEG-002816,Howrah to Pondicherry via Highway 54,Howrah,Pondicherry,243.04,343,Urban Arterial
SEG-002817,Bhiwandi to Jalna via Urban Arterial 95,Bhiwandi,Jalna,121.18,125,Rural Road
SEG-002818,Kalyan-Dombivli to Haldia via Urban Arterial 77,Kalyan-Dombivli,Haldia,324.04,253,State Highway
SEG-002819,Nangloi Jat to Sultan Pur Majra via Rural Road 30,Nangloi Jat,Sultan Pur Majra,453.78,360,Highway
SEG-002820,Rajkot to Chennai via Expressway 69,Rajkot,Chennai,42.62,45,State Highway
SEG-002821,Saharanpur to Dhule via Highway 57,Saharanpur,Dhule,479.33,600,Rural Road
SEG-002822,Baranagar to Khora  via Rural Road 87,Baranagar,Khora ,219.77,291,Rural Road
SEG-002823,Phagwara to Mumbai via Highway 4,Phagwara,Mumbai,38.97,27,Highway
SEG-002824,Dehri to Bhalswa Jahangir Pur via Highway 91,Dehri,Bhalswa Jahangir Pur,381.94,578,State Highway
SEG-002825,Bhavnagar to Amravati via Urban Arterial 64,Bhavnagar,Amravati,87.61,78,State Highway
SEG-002826,Dhule to Begusarai via Rural Road 44,Dhule,Begusarai,341.5,499,Highway
SEG-002827,Bhubaneswar to Bally via State Highway 21,Bhubaneswar,Bally,494.14,372,Expressway
SEG-002828,Tezpur to Tiruvottiyur via State Highway 40,Tezpur,Tiruvottiyur,33.78,35,State Highway
SEG-002829,Madhyamgram to Nagpur via Urban Arterial 54,Madhyamgram,Nagpur,264.27,409,Highway
SEG-002830,Medininagar to Chandigarh via Urban Arterial 71,Medininagar,Chandigarh,267.54,279,Urban Arterial
SEG-002831,Danapur to Rewa via Highway 11,Danapur,Rewa,411.84,527,Urban Arterial
SEG-002832,Cuttack to Allahabad via Urban Arterial 96,Cuttack,Allahabad,368.74,444,Urban Arterial
SEG-002833,Kulti to Bilaspur via Expressway 11,Kulti,Bilaspur,32.22,36,State Highway
SEG-002834,Tumkur to Bhagalpur via Rural Road 23,Tumkur,Bhagalpur,287.72,208,State Highway
SEG-002835,Nashik to Kishanganj via Urban Arterial 66,Nashik,Kishanganj,400.39,331,Rural Road
SEG-002836,Tiruchirappalli to Farrukhabad via State Highway 54,Tiruchirappalli,Farrukhabad,172.86,125,Urban Arterial
SEG-002837,Kirari Suleman Nagar to Guntakal via Urban Arterial 91,Kirari Suleman Nagar,Guntakal,462.05,600,Urban Arterial
SEG-002838,Bhilwara to Berhampore via State Highway 33,Bhilwara,Berhampore,495.11,384,State Highway
SEG-002839,New Delhi to Malegaon via Urban Arterial 95,New Delhi,Malegaon,107.0,82,Highway
SEG-002840,Junagadh to Dindigul via Expressway 39,Junagadh,Dindigul,283.55,234,Expressway
SEG-002841,Guna to Dhanbad via State Highway 35,Guna,Dhanbad,489.52,600,Highway
SEG-002842,Kalyan-Dombivli to Chinsurah via State Highway 71,Kalyan-Dombivli,Chinsurah,361.49,285,State Highway
SEG-002843,Thanjavur to Bareilly via Rural Road 66,Thanjavur,Bareilly,83.43,61,State Highway
SEG-002844,Secunderabad to Raiganj via State Highway 27,Secunderabad,Raiganj,303.62,535,State Highway
SEG-002845,Amravati to Shahjahanpur via Highway 67,Amravati,Shahjahanpur,379.5,292,State Highway
SEG-002846,Nangloi Jat to Ongole via Rural Road 77,Nangloi Jat,Ongole,192.43,201,State Highway
SEG-002847,Jodhpur to Tirunelveli via Urban Arterial 14,Jodhpur,Tirunelveli,278.35,294,Urban Arterial
SEG-002848,Mathura to Bidhannagar via Urban Arterial 53,Mathura,Bidhannagar,294.94,238,Urban Arterial
SEG-002849,Panipat to Kolkata via Expressway 6,Panipat,Kolkata,355.43,396,Urban Arterial
SEG-002850,Panipat to Gangtok via Expressway 46,Panipat,Gangtok,369.98,576,Urban Arterial
SEG-002851,Proddatur to Guna via Urban Arterial 21,Proddatur,Guna,322.27,287,State Highway
SEG-002852,Madanapalle to Guwahati via Highway 84,Madanapalle,Guwahati,59.28,76,Highway
SEG-002853,Srinagar to Arrah via Rural Road 65,Srinagar,Arrah,401.82,600,Urban Arterial
SEG-002854,Solapur to Panvel via Highway 76,Solapur,Panvel,339.71,426,Rural Road
SEG-002855,Bareilly to Jamalpur via State Highway 90,Bareilly,Jamalpur,224.3,229,Rural Road
SEG-002856,Khammam to Guwahati via Expressway 46,Khammam,Guwahati,87.49,78,Expressway
SEG-002857,Raebareli to Sultan Pur Majra via Highway 53,Raebareli,Sultan Pur Majra,286.11,560,Urban Arterial
SEG-002858,Begusarai to Gandhinagar via Urban Arterial 20,Begusarai,Gandhinagar,211.9,212,Expressway
