traffic_id,city_name,area_or_road_segment,timestamp,traffic_level,average_speed_kph,incident_type,incident_description,estimated_delay_minutes
TRF-0004666,Visakhapatnam,Anna Salai,2025-08-29 18:26:13,Heavy,20.6,Construction,Construction reported near Anna Salai in Visakhapatnam.,12
TRF-0004667,Nagaon,Connaught Place,2025-08-29 18:30:13,Low,34.1,Accident,Accident reported near Connaught Place in Nagaon.,88
TRF-0004668,Sambalpur,NH44 Bypass,2025-08-29 19:22:13,Low,15.1,None,None,0
TRF-0004669,North Dumdum,Marine Drive,2025-08-29 18:51:13,Moderate,7.3,Construction,Construction reported near Marine Drive in North Dumdum.,16
TRF-0004670,Amroha,Anna Salai,2025-08-29 18:54:13,Moderate,30.1,Construction,Construction reported near Anna Salai in Amroha.,78
TRF-0004671,Baranagar,NH44 Bypass,2025-08-29 18:29:13,Low,15.9,None,None,0
TRF-0004672,Howrah,Western Express Highway,2025-08-29 18:45:13,Moderate,53.9,Construction,Construction reported near Western Express Highway in Howrah.,108
TRF-0004673,Ambarnath,MG Road,2025-08-29 18:53:13,Severe,8.1,Accident,Accident reported near MG Road in Ambarnath.,78
TRF-0004674,Howrah,Old Airport Road,2025-08-29 18:35:13,Low,20.4,Road Closure,Road Closure reported near Old Airport Road in Howrah.,18
TRF-0004675,Siwan,Marine Drive,2025-08-29 18:42:13,Low,18.8,None,None,0
TRF-0004676,Bidar,Hyderabad-Mumbai Highway,2025-08-29 19:07:13,Severe,13.2,None,None,0
TRF-0004677,Madurai,Anna Salai,2025-08-29 19:19:13,Moderate,18.9,Accident,Accident reported near Anna Salai in Madurai.,15
TRF-0004678,Howrah,MG Road,2025-08-29 18:18:13,Moderate,70.1,None,None,0
TRF-0004679,Chandrapur,Marine Drive,2025-08-29 19:10:13,Low,10.0,Vehicle Breakdown,Vehicle Breakdown reported near Marine Drive in Chandrapur.,57
TRF-0004680,Tiruvottiyur,NH44 Bypass,2025-08-29 19:14:13,Moderate,62.6,None,None,0
TRF-0004681,Hubli–Dharwad,Hyderabad-Mumbai Highway,2025-08-29 18:19:13,Heavy,23.6,None,None,0
TRF-0004682,Hapur,Old Airport Road,2025-08-29 18:34:13,Low,47.1,Vehicle Breakdown,Vehicle Breakdown reported near Old Airport Road in Hapur.,109
TRF-0004683,Khandwa,Hyderabad-Mumbai Highway,2025-08-29 19:10:13,Low,77.6,Vehicle Breakdown,Vehicle Breakdown reported near Hyderabad-Mumbai Highway in Khandwa.,96
TRF-0004684,Durgapur,Marine Drive,2025-08-29 18:20:13,Severe,9.3,Construction,Construction reported near Marine Drive in Durgapur.,18
TRF-0004685,Kota,Old Airport Road,2025-08-29 18:50:13,Heavy,22.1,None,None,0
TRF-0004686,Ballia,Hyderabad-Mumbai Highway,2025-08-29 18:52:13,Moderate,51.2,None,None,0
TRF-0004687,Morena,Connaught Place,2025-08-29 18:23:13,Low,21.5,None,None,0
TRF-0004688,Saharsa,Outer Ring Road,2025-08-29 18:22:13,Heavy,24.2,None,None,0
TRF-0004689,Panipat,MG Road,2025-08-29 18:19:13,Low,42.8,Road Closure,Road Closure reported near MG Road in Panipat.,19
TRF-0004690,Akola,NH44 Bypass,2025-08-29 18:12:13,Moderate,9.8,Accident,Accident reported near NH44 Bypass in Akola.,116
TRF-0004691,Khora ,Anna Salai,2025-08-29 18:08:13,Low,24.9,None,None,0
TRF-0004692,Ozhukarai,Old Airport Road,2025-08-29 19:19:13,Low,76.8,Accident,Accident reported near Old Airport Road in Ozhukarai.,115
TRF-0004693,Kollam,ITPL Main Road,2025-08-29 18:35:13,Moderate,20.4,None,None,0
TRF-0004694,Mango,Western Express Highway,2025-08-29 17:59:13,Heavy,22.8,None,None,0
TRF-0004695,Kolhapur,NH44 Bypass,2025-08-29 18:46:13,Moderate,64.4,None,None,0
TRF-0004696,Raiganj,Outer Ring Road,2025-08-29 18:59:13,Low,65.6,None,None,0
TRF-0004697,Hindupur,Outer Ring Road,2025-08-29 18:57:13,Low,78.2,Construction,Construction reported near Outer Ring Road in Hindupur.,29
TRF-0004698,Jamshedpur,Hyderabad-Mumbai Highway,2025-08-29 19:23:13,Low,68.1,None,None,0
TRF-0004699,Navi Mumbai,Marine Drive,2025-08-29 18:03:13,Low,19.2,None,None,0
TRF-0004700,Tiruvottiyur,Marine Drive,2025-08-29 19:36:13,Low,16.6,Road Closure,Road Closure reported near Marine Drive in Tiruvottiyur.,97
TRF-0004701,Rewa,ITPL Main Road,2025-08-29 19:10:13,Low,40.8,None,None,0
TRF-0004702,Meerut,Anna Salai,2025-08-29 18:21:13,Low,46.6,None,None,0
TRF-0004703,Purnia,Outer Ring Road,2025-08-29 18:36:13,Moderate,48.4,Vehicle Breakdown,Vehicle Breakdown reported near Outer Ring Road in Purnia.,112
TRF-0004704,Guna,Old Airport Road,2025-08-29 18:11:13,Heavy,20.0,Construction,Construction reported near Old Airport Road in Guna.,103
TRF-0004705,Malegaon,ITPL Main Road,2025-08-29 18:09:13,Heavy,27.9,None,None,0
TRF-0004706,Panvel,Connaught Place,2025-08-29 19:07:13,Low,42.9,Vehicle Breakdown,Vehicle Breakdown reported near Connaught Place in Panvel.,77
TRF-0004707,Malegaon,MG Road,2025-08-29 19:17:13,Low,31.6,Road Closure,Road Closure reported near MG Road in Malegaon.,32
TRF-0004708,Haldia,Marine Drive,2025-08-29 19:03:13,Heavy,27.2,None,None,0
TRF-0004709,Howrah,Anna Salai,2025-08-29 19:24:13,Heavy,29.8,Accident,Accident reported near Anna Salai in Howrah.,61
TRF-0004710,Jalna,Connaught Place,2025-08-29 18:21:13,Low,7.4,Accident,Accident reported near Connaught Place in Jalna.,0
TRF-0004711,Karawal Nagar,Hyderabad-Mumbai Highway,2025-08-29 18:42:13,Heavy,24.0,Construction,Construction reported near Hyderabad-Mumbai Highway in Karawal Nagar.,37
TRF-0004712,Sagar,Outer Ring Road,2025-08-29 19:37:13,Heavy,18.3,Road Closure,Road Closure reported near Outer Ring Road in Sagar.,65
TRF-0004713,Amritsar,MG Road,2025-08-29 19:57:13,Low,17.4,None,None,0
TRF-0004714,Amravati,Western Express Highway,2025-08-29 19:16:13,Low,50.8,Vehicle Breakdown,Vehicle Breakdown reported near Western Express Highway in Amravati.,81
TRF-0004715,Tadipatri,Outer Ring Road,2025-08-29 18:06:13,Low,57.8,Construction,Construction reported near Outer Ring Road in Tadipatri.,80
TRF-0004716,Bhiwandi,Old Airport Road,2025-08-29 18:18:13,Heavy,18.1,Construction,Construction reported near Old Airport Road in Bhiwandi.,72
TRF-0004717,Amaravati,Connaught Place,2025-08-29 19:41:13,Heavy,17.8,None,None,0
TRF-0004718,Purnia,Marine Drive,2025-08-29 18:25:13,Heavy,24.7,Accident,Accident reported near Marine Drive in Purnia.,24
TRF-0004719,Tinsukia,Old Airport Road,2025-08-29 19:49:13,Heavy,17.8,Accident,Accident reported near Old Airport Road in Tinsukia.,61
TRF-0004720,Gorakhpur,Old Airport Road,2025-08-29 18:58:13,Heavy,28.4,None,None,0
TRF-0004721,Shahjahanpur,Marine Drive,2025-08-29 18:55:13,Low,12.0,Accident,Accident reported near Marine Drive in Shahjahanpur.,106
TRF-0004722,Haldia,Connaught Place,2025-08-29 18:28:13,Heavy,21.2,None,None,0
TRF-0004723,Thiruvananthapuram,Hyderabad-Mumbai Highway,2025-08-29 19:04:13,Severe,8.4,Vehicle Breakdown,Vehicle Breakdown reported near Hyderabad-Mumbai Highway in Thiruvananthapuram.,100
TRF-0004724,Kadapa,Old Airport Road,2025-08-29 17:59:13,Low,46.8,None,None,0
TRF-0004725,Alappuzha,Hyderabad-Mumbai Highway,2025-08-29 19:03:13,Low,49.0,None,None,0
TRF-0004726,Morena,MG Road,2025-08-29 18:08:13,Low,78.2,None,None,0
TRF-0004727,Haridwar,NH44 Bypass,2025-08-29 18:49:13,Moderate,62.2,Road Closure,Road Closure reported near NH44 Bypass in Haridwar.,4
TRF-0004728,Berhampore,Western Express Highway,2025-08-29 19:06:13,Moderate,43.9,Construction,Construction reported near Western Express Highway in Berhampore.,116
TRF-0004729,Tadipatri,Connaught Place,2025-08-29 19:10:13,Low,5.6,Accident,Accident reported near Connaught Place in Tadipatri.,11
TRF-0004730,Kishanganj,Western Express Highway,2025-08-29 18:42:13,Moderate,43.7,None,None,0
TRF-0004731,Varanasi,Anna Salai,2025-08-29 18:57:13,Low,77.3,None,None,0
TRF-0004732,Khandwa,Outer Ring Road,2025-08-29 18:53:13,Low,47.5,Construction,Construction reported near Outer Ring Road in Khandwa.,89
TRF-0004733,Raichur,Connaught Place,2025-08-29 18:00:13,Low,22.8,Accident,Accident reported near Connaught Place in Raichur.,23
TRF-0004734,Ramagundam,Outer Ring Road,2025-08-29 18:26:13,Heavy,20.4,Accident,Accident reported near Outer Ring Road in Ramagundam.,63
TRF-0004735,Gandhinagar,MG Road,2025-08-29 19:58:13,Low,47.0,None,None,0
TRF-0004736,Yamunanagar,NH44 Bypass,2025-08-29 19:39:13,Low,33.1,Road Closure,Road Closure reported near NH44 Bypass in Yamunanagar.,59
TRF-0004737,Gaya,MG Road,2025-08-29 18:21:13,Low,51.5,None,None,0
TRF-0004738,Belgaum,MG Road,2025-08-29 18:19:13,Severe,13.4,None,None,0
TRF-0004739,Nizamabad,Connaught Place,2025-08-29 18:46:13,Low,63.8,Construction,Construction reported near Connaught Place in Nizamabad.,29
TRF-0004740,Mysore,ITPL Main Road,2025-08-29 19:44:13,Moderate,75.2,None,None,0
TRF-0004741,Ahmedabad,Western Express Highway,2025-08-29 18:04:13,Low,53.4,None,None,0
TRF-0004742,Bongaigaon,Connaught Place,2025-08-29 19:23:13,Heavy,28.2,Accident,Accident reported near Connaught Place in Bongaigaon.,12
TRF-0004743,Ratlam,MG Road,2025-08-29 19:43:13,Low,37.0,None,None,0
TRF-0004744,Nellore,Marine Drive,2025-08-29 18:51:13,Heavy,23.9,Construction,Construction reported near Marine Drive in Nellore.,100
TRF-0004745,Bahraich,Western Express Highway,2025-08-29 19:33:13,Moderate,29.5,Construction,Construction reported near Western Express Highway in Bahraich.,98
TRF-0004746,Katni,Marine Drive,2025-08-29 18:36:13,Moderate,24.5,Construction,Construction reported near Marine Drive in Katni.,93
TRF-0004747,Kolkata,Marine Drive,2025-08-29 18:39:13,Moderate,77.3,Road Closure,Road Closure reported near Marine Drive in Kolkata.,83
TRF-0004748,Buxar,Western Express Highway,2025-08-29 19:49:13,Severe,6.8,None,None,0
TRF-0004749,Satna,Outer Ring Road,2025-08-29 19:21:13,Moderate,65.4,Accident,Accident reported near Outer Ring Road in Satna.,14
TRF-0004750,Srikakulam,Western Express Highway,2025-08-29 19:35:13,Moderate,56.5,Construction,Construction reported near Western Express Highway in Srikakulam.,85
TRF-0004751,Deoghar,Hyderabad-Mumbai Highway,2025-08-29 19:37:13,Low,37.5,Construction,Construction reported near Hyderabad-Mumbai Highway in Deoghar.,40
TRF-0004752,Bhalswa Jahangir Pur,Hyderabad-Mumbai Highway,2025-08-29 18:38:13,Heavy,27.4,None,None,0
TRF-0004753,Silchar,Connaught Place,2025-08-29 19:06:13,Moderate,9.6,None,None,0
TRF-0004754,Malda,Connaught Place,2025-08-29 19:39:13,Low,58.8,Construction,Construction reported near Connaught Place in Malda.,63
TRF-0004755,Ramgarh,NH44 Bypass,2025-08-29 19:07:13,Moderate,38.6,None,None,0
TRF-0004756,Giridih,Western Express Highway,2025-08-29 19:50:13,Heavy,22.8,Road Closure,Road Closure reported near Western Express Highway in Giridih.,9
TRF-0004757,Hyderabad,Outer Ring Road,2025-08-29 18:28:13,Moderate,28.5,Construction,Construction reported near Outer Ring Road in Hyderabad.,109
TRF-0004758,Patna,Hyderabad-Mumbai Highway,2025-08-29 19:11:13,Moderate,6.0,Construction,Construction reported near Hyderabad-Mumbai Highway in Patna.,120
TRF-0004759,Thanjavur,Marine Drive,2025-08-29 19:14:13,Moderate,76.6,Accident,Accident reported near Marine Drive in Thanjavur.,19
TRF-0004760,Rourkela,NH44 Bypass,2025-08-29 18:49:13,Low,14.9,None,None,0
TRF-0004761,Nashik,Old Airport Road,2025-08-29 18:22:13,Low,22.8,None,None,0
TRF-0004762,Alwar,Anna Salai,2025-08-29 18:54:13,Low,29.6,None,None,0
TRF-0004763,Nagaon,Anna Salai,2025-08-29 19:39:13,Heavy,27.2,Construction,Construction reported near Anna Salai in Nagaon.,62
TRF-0004764,Bhopal,MG Road,2025-08-29 18:40:13,Moderate,40.1,None,None,0
TRF-0004765,Muzaffarpur,Outer Ring Road,2025-08-29 19:05:13,Low,55.1,Road Closure,Road Closure reported near Outer Ring Road in Muzaffarpur.,53
TRF-0004766,Durgapur,Hyderabad-Mumbai Highway,2025-08-29 19:50:13,Low,68.3,Vehicle Breakdown,Vehicle Breakdown reported near Hyderabad-Mumbai Highway in Durgapur.,54
TRF-0004767,Mau,MG Road,2025-08-29 18:20:13,Moderate,8.5,Accident,Accident reported near MG Road in Mau.,45
TRF-0004768,Kottayam,Marine Drive,2025-08-29 18:30:13,Heavy,29.0,Construction,Construction reported near Marine Drive in Kottayam.,106
TRF-0004769,Machilipatnam,Anna Salai,2025-08-29 19:06:13,Low,18.9,None,None,0
TRF-0004770,Nadiad,Marine Drive,2025-08-29 18:35:13,Moderate,55.8,None,None,0
TRF-0004771,Amravati,Hyderabad-Mumbai Highway,2025-08-29 19:17:13,Low,40.6,Accident,Accident reported near Hyderabad-Mumbai Highway in Amravati.,96
TRF-0004772,Tirupati,Outer Ring Road,2025-08-29 18:09:13,Severe,7.3,None,None,0
TRF-0004773,Kulti,MG Road,2025-08-29 18:16:13,Low,53.0,Vehicle Breakdown,Vehicle Breakdown reported near MG Road in Kulti.,79
TRF-0004774,Khandwa,Old Airport Road,2025-08-29 18:11:13,Moderate,50.5,None,None,0
TRF-0004775,Ballia,Connaught Place,2025-08-29 19:16:13,Moderate,41.9,None,None,0
TRF-0004776,Tezpur,Marine Drive,2025-08-29 18:08:13,Heavy,18.1,Vehicle Breakdown,Vehicle Breakdown reported near Marine Drive in Tezpur.,31
TRF-0004777,Sonipat,ITPL Main Road,2025-08-29 18:09:13,Heavy,27.9,None,None,0
TRF-0004778,Singrauli,Marine Drive,2025-08-29 18:17:13,Heavy,22.2,None,None,0
TRF-0004779,Hosur,MG Road,2025-08-29 19:13:13,Low,45.8,None,None,0
TRF-0004780,Nagaon,NH44 Bypass,2025-08-29 19:38:13,Low,30.7,None,None,0
TRF-0004781,Gaya,ITPL Main Road,2025-08-29 18:18:13,Low,27.5,None,None,0
TRF-0004782,Aligarh,Western Express Highway,2025-08-29 19:03:13,Moderate,77.7,None,None,0
TRF-0004783,Tenali,Old Airport Road,2025-08-29 19:14:13,Severe,9.5,Accident,Accident reported near Old Airport Road in Tenali.,42
TRF-0004784,Chittoor,Anna Salai,2025-08-29 19:59:13,Severe,6.7,None,None,0
TRF-0004785,Muzaffarnagar,Outer Ring Road,2025-08-29 19:16:13,Low,72.9,Accident,Accident reported near Outer Ring Road in Muzaffarnagar.,8
TRF-0004786,Adoni,ITPL Main Road,2025-08-29 18:18:13,Low,72.9,None,None,0
TRF-0004787,Bulandshahr,Connaught Place,2025-08-29 18:49:13,Moderate,14.6,None,None,0
TRF-0004788,Bulandshahr,Hyderabad-Mumbai Highway,2025-08-29 18:30:13,Heavy,19.9,None,None,0
TRF-0004789,Parbhani,Marine Drive,2025-08-29 18:35:13,Low,22.7,Construction,Construction reported near Marine Drive in Parbhani.,116
TRF-0004790,Rourkela,ITPL Main Road,2025-08-29 19:55:13,Moderate,56.2,None,None,0
TRF-0004791,Dhanbad,Marine Drive,2025-08-29 18:08:13,Low,21.8,Accident,Accident reported near Marine Drive in Dhanbad.,84
TRF-0004792,Jhansi,MG Road,2025-08-29 19:55:13,Severe,7.7,Road Closure,Road Closure reported near MG Road in Jhansi.,18
TRF-0004793,Amaravati,NH44 Bypass,2025-08-29 18:31:13,Low,16.1,Vehicle Breakdown,Vehicle Breakdown reported near NH44 Bypass in Amaravati.,1
TRF-0004794,Bhind,Connaught Place,2025-08-29 18:40:13,Moderate,66.8,Construction,Construction reported near Connaught Place in Bhind.,27
TRF-0004795,Kishanganj,Anna Salai,2025-08-29 18:40:13,Low,61.5,None,None,0
TRF-0004796,Mathura,ITPL Main Road,2025-08-29 18:42:13,Heavy,16.8,None,None,0
TRF-0004797,Hosur,Anna Salai,2025-08-29 18:44:13,Low,77.4,None,None,0
TRF-0004798,Bhavnagar,Hyderabad-Mumbai Highway,2025-08-29 18:31:13,Low,69.9,Road Closure,Road Closure reported near Hyderabad-Mumbai Highway in Bhavnagar.,85
TRF-0004799,Ahmedabad,Outer Ring Road,2025-08-29 18:20:13,Moderate,76.6,Vehicle Breakdown,Vehicle Breakdown reported near Outer Ring Road in Ahmedabad.,99
TRF-0004800,Ghaziabad,Old Airport Road,2025-08-29 19:21:13,Heavy,24.0,None,None,0
TRF-0004801,Ramgarh,Outer Ring Road,2025-08-29 19:29:13,Moderate,67.2,None,None,0
TRF-0004802,Berhampur,Connaught Place,2025-08-29 19:14:13,Low,10.5,Accident,Accident reported near Connaught Place in Berhampur.,40
TRF-0004803,Jalgaon,Connaught Place,2025-08-29 18:03:13,Low,11.3,None,None,0
TRF-0004804,Sagar,Outer Ring Road,2025-08-29 18:07:13,Severe,9.1,None,None,0
TRF-0004805,Amroha,Western Express Highway,2025-08-29 19:52:13,Low,73.4,None,None,0
TRF-0004806,Guntur,Connaught Place,2025-08-29 18:49:13,Low,5.9,Road Closure,Road Closure reported near Connaught Place in Guntur.,12
TRF-0004807,Jaipur,Marine Drive,2025-08-29 18:31:13,Heavy,29.5,None,None,0
TRF-0004808,Bilaspur,Marine Drive,2025-08-29 18:39:13,Severe,11.9,Road Closure,Road Closure reported near Marine Drive in Bilaspur.,12
TRF-0004809,Kishanganj,Outer Ring Road,2025-08-29 19:39:13,Moderate,36.0,Construction,Construction reported near Outer Ring Road in Kishanganj.,88
TRF-0004810,Muzaffarnagar,Old Airport Road,2025-08-29 19:03:13,Low,74.7,None,None,0
TRF-0004811,Chandrapur,Marine Drive,2025-08-29 19:22:13,Low,37.2,Construction,Construction reported near Marine Drive in Chandrapur.,60
TRF-0004812,Hyderabad,Anna Salai,2025-08-29 19:23:13,Low,72.3,None,None,0
TRF-0004813,Shimoga,NH44 Bypass,2025-08-29 18:40:13,Low,22.2,None,None,0
TRF-0004814,Erode,MG Road,2025-08-29 18:55:13,Low,77.4,Construction,Construction reported near MG Road in Erode.,104
TRF-0004815,Ozhukarai,Old Airport Road,2025-08-29 19:14:13,Heavy,19.6,None,None,0
TRF-0004816,Saharanpur,Hyderabad-Mumbai Highway,2025-08-29 18:41:13,Moderate,47.0,None,None,0
TRF-0004817,Kolkata,ITPL Main Road,2025-08-29 18:58:13,Moderate,52.1,Road Closure,Road Closure reported near ITPL Main Road in Kolkata.,8
TRF-0004818,Adoni,ITPL Main Road,2025-08-29 19:39:13,Heavy,26.0,None,None,0
TRF-0004819,Mirzapur,Connaught Place,2025-08-29 19:47:13,Low,32.7,None,None,0
TRF-0004820,Mysore,Hyderabad-Mumbai Highway,2025-08-29 19:53:13,Heavy,26.3,Accident,Accident reported near Hyderabad-Mumbai Highway in Mysore.,104
TRF-0004821,Nangloi Jat,Outer Ring Road,2025-08-29 18:30:13,Moderate,26.8,None,None,0
TRF-0004822,Chennai,Outer Ring Road,2025-08-29 18:05:13,Moderate,73.5,None,None,0
TRF-0004823,Bokaro,Hyderabad-Mumbai Highway,2025-08-29 18:52:13,Low,34.0,Accident,Accident reported near Hyderabad-Mumbai Highway in Bokaro.,111
TRF-0004824,Kochi,Old Airport Road,2025-08-29 19:27:13,Low,63.6,None,None,0
TRF-0004825,Panchkula,NH44 Bypass,2025-08-29 19:38:13,Heavy,16.5,Road Closure,Road Closure reported near NH44 Bypass in Panchkula.,37
TRF-0004826,Narasaraopet,Outer Ring Road,2025-08-29 18:14:13,Heavy,17.4,None,None,0
TRF-0004827,Vijayawada,Outer Ring Road,2025-08-29 18:14:13,Heavy,22.9,Road Closure,Road Closure reported near Outer Ring Road in Vijayawada.,65
TRF-0004828,Jodhpur,Western Express Highway,2025-08-29 18:08:13,Low,54.6,None,None,0
TRF-0004829,Orai,Old Airport Road,2025-08-29 18:11:13,Low,45.2,None,None,0
TRF-0004830,Bangalore,ITPL Main Road,2025-08-29 19:47:13,Severe,7.3,None,None,0
TRF-0004831,Phagwara,Connaught Place,2025-08-29 19:14:13,Low,35.3,None,None,0
TRF-0004832,Kirari Suleman Nagar,ITPL Main Road,2025-08-29 19:56:13,Moderate,46.3,Construction,Construction reported near ITPL Main Road in Kirari Suleman Nagar.,50
TRF-0004833,Bellary,Outer Ring Road,2025-08-29 19:13:13,Moderate,78.4,None,None,0
TRF-0004834,Dewas,Anna Salai,2025-08-29 18:54:13,Moderate,69.0,None,None,0
TRF-0004835,Mira-Bhayandar,MG Road,2025-08-29 18:44:13,Low,36.9,None,None,0
TRF-0004836,Uluberia,Outer Ring Road,2025-08-29 18:59:13,Heavy,22.9,None,None,0
TRF-0004837,Mirzapur,Western Express Highway,2025-08-29 19:21:13,Low,51.0,Construction,Construction reported near Western Express Highway in Mirzapur.,58
TRF-0004838,Amaravati,ITPL Main Road,2025-08-29 18:25:13,Moderate,33.1,None,None,0
TRF-0004839,Miryalaguda,Anna Salai,2025-08-29 18:12:13,Low,54.4,None,None,0
TRF-0004840,Jhansi,Anna Salai,2025-08-29 18:38:13,Moderate,60.9,None,None,0
TRF-0004841,Medininagar,Anna Salai,2025-08-29 19:30:13,Moderate,67.9,None,None,0
TRF-0004842,Surendranagar Dudhrej,Connaught Place,2025-08-29 19:33:13,Heavy,17.7,None,None,0
TRF-0004843,Kolhapur,Hyderabad-Mumbai Highway,2025-08-29 18:17:13,Severe,6.2,Road Closure,Road Closure reported near Hyderabad-Mumbai Highway in Kolhapur.,3
TRF-0004844,Shimla,Outer Ring Road,2025-08-29 19:07:13,Moderate,55.4,None,None,0
TRF-0004845,Meerut,Hyderabad-Mumbai Highway,2025-08-29 18:22:13,Low,27.6,Accident,Accident reported near Hyderabad-Mumbai Highway in Meerut.,5
TRF-0004846,Sirsa,MG Road,2025-08-29 18:26:13,Severe,8.2,Accident,Accident reported near MG Road in Sirsa.,80
TRF-0004847,Bidhannagar,Hyderabad-Mumbai Highway,2025-08-29 19:00:13,Low,70.2,Vehicle Breakdown,Vehicle Breakdown reported near Hyderabad-Mumbai Highway in Bidhannagar.,1
TRF-0004848,Loni,NH44 Bypass,2025-08-29 19:18:13,Heavy,27.4,None,None,0
TRF-0004849,Moradabad,NH44 Bypass,2025-08-29 19:09:13,Low,33.2,Construction,Construction reported near NH44 Bypass in Moradabad.,14
TRF-0004850,Bihar Sharif,Anna Salai,2025-08-29 19:43:13,Heavy,21.9,None,None,0
TRF-0004851,Chinsurah,Outer Ring Road,2025-08-29 18:27:13,Moderate,34.6,None,None,0
TRF-0004852,Nizamabad,Connaught Place,2025-08-29 19:16:13,Low,70.9,None,None,0
TRF-0004853,Phagwara,Anna Salai,2025-08-29 18:47:13,Low,62.3,Construction,Construction reported near Anna Salai in Phagwara.,58
TRF-0004854,Bhilwara,Outer Ring Road,2025-08-29 19:55:13,Heavy,18.3,Accident,Accident reported near Outer Ring Road in Bhilwara.,111
TRF-0004855,Ulhasnagar,Anna Salai,2025-08-29 19:25:13,Moderate,60.4,None,None,0
TRF-0004856,Visakhapatnam,NH44 Bypass,2025-08-29 18:25:13,Heavy,27.2,None,None,0
TRF-0004857,Karawal Nagar,Outer Ring Road,2025-08-29 18:42:13,Moderate,42.0,None,None,0
TRF-0004858,Mumbai,Anna Salai,2025-08-29 18:46:13,Moderate,11.2,Vehicle Breakdown,Vehicle Breakdown reported near Anna Salai in Mumbai.,110
TRF-0004859,Meerut,Marine Drive,2025-08-29 19:29:13,Low,70.2,None,None,0
TRF-0004860,Baranagar,ITPL Main Road,2025-08-29 18:55:13,Moderate,40.4,None,None,0
TRF-0004861,Amritsar,NH44 Bypass,2025-08-29 19:00:13,Heavy,23.0,None,None,0
TRF-0004862,Amravati,ITPL Main Road,2025-08-29 18:59:13,Severe,13.7,Road Closure,Road Closure reported near ITPL Main Road in Amravati.,13
TRF-0004863,Panihati,MG Road,2025-08-29 19:58:13,Low,52.3,None,None,0
TRF-0004864,Narasaraopet,ITPL Main Road,2025-08-29 18:31:13,Moderate,33.4,None,None,0
TRF-0004865,Katihar,Anna Salai,2025-08-29 18:06:13,Low,61.4,None,None,0
TRF-0004866,Tirunelveli,Anna Salai,2025-08-29 19:21:13,Severe,10.1,None,None,0
TRF-0004867,Jamnagar,Connaught Place,2025-08-29 18:47:13,Severe,11.9,None,None,0
TRF-0004868,Junagadh,Western Express Highway,2025-08-29 18:42:13,Moderate,61.6,Accident,Accident reported near Western Express Highway in Junagadh.,94
TRF-0004869,Rajkot,NH44 Bypass,2025-08-29 18:00:13,Low,75.8,Vehicle Breakdown,Vehicle Breakdown reported near NH44 Bypass in Rajkot.,27
TRF-0004870,Sangli-Miraj & Kupwad,Marine Drive,2025-08-29 18:42:13,Moderate,24.7,Road Closure,Road Closure reported near Marine Drive in Sangli-Miraj & Kupwad.,23
TRF-0004871,Bhubaneswar,MG Road,2025-08-29 18:55:13,Low,18.5,None,None,0
TRF-0004872,Nizamabad,Connaught Place,2025-08-29 19:22:13,Moderate,46.6,Construction,Construction reported near Connaught Place in Nizamabad.,103
TRF-0004873,Ichalkaranji,Old Airport Road,2025-08-29 19:47:13,Low,34.5,Construction,Construction reported near Old Airport Road in Ichalkaranji.,109
TRF-0004874,Saharsa,Connaught Place,2025-08-29 18:15:13,Moderate,71.8,Road Closure,Road Closure reported near Connaught Place in Saharsa.,34
TRF-0004875,Dhanbad,MG Road,2025-08-29 19:11:13,Moderate,11.3,Road Closure,Road Closure reported near MG Road in Dhanbad.,53
TRF-0004876,Vellore,Connaught Place,2025-08-29 18:39:13,Low,45.7,Accident,Accident reported near Connaught Place in Vellore.,74
TRF-0004877,Bhimavaram,Marine Drive,2025-08-29 19:22:13,Heavy,18.0,None,None,0
TRF-0004878,Munger,Connaught Place,2025-08-29 19:34:13,Heavy,22.2,None,None,0
TRF-0004879,Bhatpara,ITPL Main Road,2025-08-29 18:26:13,Heavy,20.5,None,None,0
TRF-0004880,Bhusawal,MG Road,2025-08-29 19:26:13,Moderate,69.6,Accident,Accident reported near MG Road in Bhusawal.,51
TRF-0004881,Delhi,Old Airport Road,2025-08-29 19:09:13,Heavy,22.1,Vehicle Breakdown,Vehicle Breakdown reported near Old Airport Road in Delhi.,38
TRF-0004882,Nangloi Jat,MG Road,2025-08-29 19:25:13,Heavy,18.2,Construction,Construction reported near MG Road in Nangloi Jat.,34
TRF-0004883,Phagwara,Western Express Highway,2025-08-29 18:58:13,Severe,12.6,None,None,0
TRF-0004884,Giridih,Hyderabad-Mumbai Highway,2025-08-29 18:13:13,Moderate,51.2,None,None,0
TRF-0004885,Amaravati,Western Express Highway,2025-08-29 19:28:13,Low,32.6,Road Closure,Road Closure reported near Western Express Highway in Amaravati.,27
TRF-0004886,Amravati,MG Road,2025-08-29 19:27:13,Heavy,18.5,None,None,0
TRF-0004887,Nizamabad,MG Road,2025-08-29 19:02:13,Low,30.6,None,None,0
TRF-0004888,Shahjahanpur,Western Express Highway,2025-08-29 18:08:13,Moderate,39.7,Accident,Accident reported near Western Express Highway in Shahjahanpur.,52
TRF-0004889,Raebareli,Marine Drive,2025-08-29 18:30:13,Severe,13.5,Road Closure,Road Closure reported near Marine Drive in Raebareli.,74
TRF-0004890,Jodhpur,ITPL Main Road,2025-08-29 18:31:13,Heavy,18.0,None,None,0
